smiles,template,compound_set,hit1,hit2,hit3
CC(CCl)S(=O)(=O)N1CCCc2ccccc21,z0628a,knitwork_green_site_impure,z0165a,z0628a,
COc1cccc2cc(C(=O)NCC(O)c3cccc4ccccc34)oc12,z0041a,knitwork_green_site_impure,z0041a,3vws-b,
COc1cccc2cc(C(=O)NCC(O)c3csc4ccccc34)oc12,z0041a,knitwork_green_site_impure,z0041a,3vws-b,
O=S(=O)(Cl)c1cccc2c1NCCC2,z0165a,knitwork_green_site_impure,z0165a,z0628a,
O=S(=O)(Cl)c1cccc2c1NCCC2,z0628a,knitwork_green_site_impure,z0165a,z0628a,
O=C(CCC=CBr)OCc1ccccn1,z0637a,knitwork_green_site_impure,z0628a,z0637a,
CCCCN(CCCC)S(=O)(=O)N(C)Cc1ccncc1,z0637a,knitwork_green_site_impure,z0628a,z0637a,
Cn1cc(NC(=O)CCCc2csc3ccccc23)cn1,z0215a,knitwork_green_site_impure,z0215a,3vws-b,
CCn1cc(NC(=O)CCCc2csc3ccccc23)cn1,z0215a,knitwork_green_site_impure,z0215a,3vws-b,
Cn1cc(C(=O)CNC(=O)c2cccc3ccccc23)cn1,z0215a,knitwork_green_site_impure,z0215a,3vws-b,
CC(=NNC(=O)Cc1c[nH]c2ccccc12)c1ccc2ccccc2c1,z0041a,knitwork_green_site_impure,z0041a,3vws-b,
CCCCC(=O)OC(C)c1ccncc1,z0637a,knitwork_green_site_impure,z0628a,z0637a,
O=C1CCC(c2cn[nH]c2)N1,z1018a,knitwork_green_site_impure,z0936a,z1018a,
CCOC(=O)C(C#N)=CN1CCCc2ccccc21,z0165a,knitwork_green_site_impure,z0165a,z0628a,
N#Cc1oc2ccccc2c1OCC(=O)c1csc2ccccc12,z0041a,knitwork_green_site_impure,z0041a,3vws-b,
O=C1CCCCN1CCCNc1ccnc2ccc([N+](=O)[O-])cc12,z1018a,knitwork_green_site_impure,z1018a,z1040a,
O=C1CCCCN1CCCNc1ccnc2ccc([N+](=O)[O-])cc12,z1040a,knitwork_green_site_impure,z1018a,z1040a,
O=C(OCc1cc(-c2cc3ccccc3o2)on1)C(=O)c1c[nH]c2ccccc12,z0041a,knitwork_green_site_impure,z0041a,3vws-b,
CSCCC(CO)NC(=O)C(=O)Nc1cccc2[nH]ccc12,z0211a,knitwork_green_site_impure,z0136a,z0211a,
CC(CN1CCCC1=O)NC(=O)Cc1n[nH]c2c1CCCC2,z0936a,knitwork_green_site_impure,z0936a,z1018a,
CC(CN1CCCC1=O)NC(=O)Cc1n[nH]c2c1CCCC2,z1018a,knitwork_green_site_impure,z0936a,z1018a,
CC(C)(CS(=O)(=O)N1CCCc2ccccc21)C(F)F,z0165a,knitwork_green_site_impure,z0165a,z0628a,
O=C1CNC(=O)N1c1ccccn1,d0472b,knitwork_green_site_impure,d0472b,z0519a,
CC(C)(C#N)S(=O)(=O)c1cccnc1,z0637a,knitwork_green_site_impure,z0628a,z0637a,
CC(CC(F)F)C(=O)OC(C)c1ccncc1,z0637a,knitwork_green_site_impure,z0628a,z0637a,
COC(=O)c1cccc2c1NCCC2,z0628a,knitwork_green_site_impure,z0165a,z0628a,
O=S(=O)(Cl)N1CCCc2ccccc21,z0165a,knitwork_green_site_impure,z0165a,z0628a,
O=S(=O)(Cl)N1CCCc2ccccc21,z0628a,knitwork_green_site_impure,z0165a,z0628a,
N#CCS(=O)(=O)N1CCCc2ccccc21,z0165a,knitwork_green_site_impure,z0165a,z0628a,
N#CCS(=O)(=O)N1CCCc2ccccc21,z0628a,knitwork_green_site_impure,z0165a,z0628a,
O=C(OCCc1ccnc2ccccc12)C12CC=CC(C1)OC2,z1018a,knitwork_green_site_impure,z1018a,z1040a,
O=C(Cc1ccc(Cl)c2cccnc12)OCCC1CCCC1=O,z1018a,knitwork_green_site_impure,z1018a,z1040a,
c1cc(-c2cscn2)sn1,z0496a,knitwork_green_site_impure,z0496a,z0653a,
c1cc(-c2cscn2)on1,z0496a,knitwork_green_site_impure,z0496a,z0653a,
CCCS(=O)(=O)CCN1CCCc2ccccc21,z0628a,knitwork_green_site_impure,z0165a,z0628a,
COc1cc2ccncc2cc1OC(=O)CCc1cscn1,z0111a,knitwork_green_site_impure,d0472b,z0111a,
O=C(NCc1ccc2ccccc2c1)Nc1nnc(-c2ccccn2)s1,z0215a,knitwork_green_site_impure,z0215a,3vws-b,
c1ccc(-c2nnc(NCCc3csc4ccccc34)s2)nc1,z0215a,knitwork_green_site_impure,z0215a,3vws-b,
O=C(CBr)C(=O)c1cc[nH]c1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
CS(=O)(=O)Cc1cccc2c1NCCC2,z0628a,knitwork_green_site_impure,z0165a,z0628a,
O=C(Cc1cccc2ccccc12)Nc1nnc(-c2ccccn2)s1,z0215a,knitwork_green_site_impure,z0215a,3vws-b,
CC(C)CC(=O)C(=O)c1cc[nH]c1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
c1cn(-c2ncco2)cn1,d0378a,knitwork_green_site_impure,d0378a,z0215a,
c1cn(-c2nccs2)cn1,d0378a,knitwork_green_site_impure,d0378a,z0215a,
CSCCOC(=O)c1cc[nH]c1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
Cn1cc(C=NNC(=O)Cc2cccc3ccccc23)c2ccccc21,z0041a,knitwork_green_site_impure,z0041a,3vws-b,
Brc1cnc(C=Cc2cnc3n2CCCCC3)s1,z0496a,knitwork_green_site_impure,d0378a,z0496a,
Cn1cc(C=NNC(=O)COc2cccc3ccccc23)c2ccccc21,z0041a,knitwork_green_site_impure,z0041a,3vws-b,
COCC(OC)C(=O)c1ccc[nH]1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
c1ccc(C2(NCc3ccc4occc4n3)CC2)nc1,z1040a,knitwork_green_site_impure,d0472b,z1040a,
CC(C)CC(=O)C(=O)c1ccc[nH]1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
c1ccc(C2CNc3ccccc3S2)nc1,z0221a,knitwork_green_site_impure,z0221a,z0364a,
Cc1cnccc1NCc1cccc2nonc12,z0386a,knitwork_green_site_impure,z0386a,z0521a,
Fc1cnccc1NCc1cccc2nsnc12,z0386a,knitwork_green_site_impure,z0386a,z0521a,
O=C(CBr)C(=O)c1ccc[nH]1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
CCN(CC(=O)c1ccc[nH]1)OC,z0628a,knitwork_green_site_impure,d0472b,z0628a,
CCC(C)OC(=O)c1cc[nH]c1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
S=c1cn[nH]c(-c2ccc[nH]2)c1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
S=c1cn[nH]cc1-c1ccc[nH]1,z0628a,knitwork_green_site_impure,d0472b,z0628a,
O=C(NCCC(O)C(F)F)Nc1cccc2c1OCCC2,z0211a,knitwork_green_site_impure,z0211a,z0991a,
O=C(c1ccc[nH]1)C1Cc2ccccc2N1,z0364a,knitwork_green_site_impure,d0472b,z0364a,
O=C(Nc1cccc2c1OCCC2)NC(CCO)C(F)(F)F,z0211a,knitwork_green_site_impure,z0211a,z0991a,
CCCC(C)(O)CNC(=O)Nc1cccc2c1OCCC2,z0211a,knitwork_green_site_impure,z0211a,z0991a,
CNS(=O)(=O)NCC(=O)Nc1cccc2c1OCCC2,z0211a,knitwork_green_site_impure,z0211a,z0991a,
c1cc(-c2cscn2)c2ncoc2c1,z0496a,knitwork_green_site_impure,z0496a,z1040a,
CC(C)CC(C)(CO)NC(=O)Nc1cccc2c1OCCC2,z0211a,knitwork_green_site_impure,z0211a,z0991a,
O=C(Nc1cccc2c1OCCC2)NC(CO)CO,z0211a,knitwork_green_site_impure,z0211a,z0991a,
CC=CCC(CO)NC(=O)C(=O)Nc1cccc2c1OCCC2,z0211a,knitwork_green_site_impure,z0211a,z0991a,
CC(C)C(C)(CO)NC(=O)Nc1cccc2c1OCCC2,z0211a,knitwork_green_site_impure,z0211a,z0991a,
