smiles,hit0,hit1
[H]c1c([H])c(F)c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(F)C([H])([H])C2([H])[H])c(F)c1[H],d0176a,d0279a
[H]c1c([H])c(F)c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])S(=O)(=O)N([H])C([H])([H])[H])C([H])([H])C2([H])[H])c(F)c1[H],d0176a,d0283a
[H]c1c([H])c(C([H])([H])[H])c(F)c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C2([H])[H])c1F,d0176a,d0379a
[H]c1n[nH]c([H])c1ON([H])[C@]1([H])C([H])([H])C([H])([H])N(C(=O)c2c(F)c([H])c([H])c([H])c2F)C([H])([H])C([H])([H])C1([H])[H],d0176a,d0414a
[H]O[C@@](O)(c1c(F)c([H])c([H])c(C([H])([H])[H])c1F)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],d0176a,d0503a
[H]c1c([H])c(C([H])([H])[H])c(F)c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1F,d0176a,d0566a
[H]c1c([H])c(F)c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(S(=O)(=O)N([H])C([H])([H])[H])C2([H])[H])c(F)c1[H],d0176a,d0567a
[H]c1c([H])c(F)c2c(c1[H])C([H])([H])C1(C2=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],d0176a,d0587a
[H]c1c([H])c(F)c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]3(N([H])C([H])([H])[C@@]([H])(F)C3([H])[H])C([H])([H])C2([H])[H])c(F)c1[H],d0176a,d0615a
[H]c1c([H])c(F)c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])C2([H])[H])c(F)c1[H],d0176a,d0644a
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])N(C(=O)c1c(F)c([H])c([H])c(C#N)c1F)C([H])([H])C2([H])[H],d0176a,d0693a
[H]c1c([H])c(N([H])[H])c(F)c([C@@]2(O)C([H])([H])[C@]23N2C([H])([H])O[C@@]4(C2([H])[H])C([H])([H])C([H])([H])[C@@]3([H])C4([H])[H])c1F,d0176a,d0749a
[H]c1c([H])c(F)c(C(=O)N2C([H])([H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])O[C@]3([H])C2([H])[H])c(F)c1[H],d0176a,d0759a
[H]c1c([H])c(F)c(/C(=N/[C@@]([H])(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(F)c1[H],d0176a,d0771a
[H]c1c([H])c([H])c(C([H])([H])N(C(=O)c2c(F)c([H])c([H])c(C([H])([H])[H])c2F)C([H])([H])C([H])([H])[H])c([H])c1[H],d0176a,d0787a
[H]O[C@]([H])(c1c(F)c([H])c([H])c([H])c1F)N1C([H])([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[C@@]([H])([C@@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H],d0176a,d0843a
[H]c1c([H])c(F)c([C@](O)(N([H])[H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(F)c1[H],d0176a,d1149a
[H]C1([H])N(C(=O)[C@]2([H])[C@@]([H])(F)C([H])([H])C([H])([H])C3(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[C@@]2([H])F)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],d0176a,d1212a
[H]c1c([H])c(F)c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])Oc3c([H])c4c(c([H])c3Br)C(=O)OC(C([H])([H])[H])(C([H])([H])[H])O4)C([H])([H])C2([H])[H])c(F)c1[H],d0176a,z0922b
[H]OC(=O)C([H])([H])[C@]1([H])C([H])([H])C2(C([H])([H])C([H])([H])N(C(=O)c3c(F)c([H])c([H])c([H])c3F)C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)O[H])C1([H])[H],d0176a,5hmx-a
[H]OC(=O)C([H])([H])[C@]1([H])C([H])([H])C2(C([H])([H])C([H])([H])N(C(=O)c3c(F)c([H])c([H])c([H])c3F)C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)O[H])C1([H])[H],d0176a,5hmw-a
[H]c1c([H])c(C([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c(Cl)c(S(=O)(=O)N([H])C([H])([H])[H])c1[H],d0210a,d0153b
[H]O[C@@]1(N([H])C([H])([H])[H])C2=C(C([H])([H])C([H])([H])[C@@]([H])(N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])C([H])([H])[C@@]2([H])Cl)C([H])([H])C([H])([H])[C@@]1([H])F,d0210a,d0153a
[H]OC([H])([H])[C@@]12C([H])([H])C([H])([H])N([H])C([H])([H])[C@@]1([H])C([H])([H])c1c(c([H])c([H])c3c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c([H])c13)[C@@]2([H])O[H],d0210a,d0162a
[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c([H])c1O[C@@]1([H])Oc2c([H])c([H])c(C([H])([H])N([H])S(=O)(=O)C([H])([H])C([H])([H])[H])c([H])c2O1,d0210a,d0174a
[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c([C@](O)(N([H])F)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1F,d0210a,d0176a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(CC([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0210a,d0248a
[H]O[C@](O)(c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(F)c1[H])N([H])c1c(C([H])([H])[H])nn(C([H])([H])[H])c1C([H])([H])[H],d0210a,d0253a
[H]c1c([H])c(F)c([H])c(C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])[C@@]23C([H])([H])[C@]([H])(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[C@@]3([H])F)c1[H],d0210a,d0258a
[H]N1C([H])([H])C([H])([H])N(S(=O)(=O)[C@@]2([H])C([H])([H])C3=C(C([H])([H])C([H])([H])C([H])([H])O3)C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],d0210a,d0279a
[H]c1sc(C(=O)c2c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c([H])c2F)c([H])c1[H],d0210a,d0376a
[H]c1c(F)c(C([H])([H])n2nc(C([H])([H])[H])c([H])c([H])c2=O)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c1C([H])([H])[H],d0210a,d0379a
[H]c1c([H])c(Oc2c([H])c(O)c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c(C([H])([H])[H])c2[H])c(F)c(C([H])([H])[H])c1[H],d0210a,d0566a
[H]c1c([H])c(C([H])([H])C([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c(F)c(S(=O)(=O)N([H])C([H])([H])[H])c1[H],d0210a,d0567a
[H]c1nc([H])c(Cl)c(N(C([H])([H])[H])C([H])([H])c2c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c([H])c2F)n1,d0210a,d0587a
[H]C1=C(C([H])([H])N([H])c2c([H])nc([H])c(F)c2[H])S:c2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2=N1,d0210a,d0615a
[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c2c(c1F)C([H])([H])[C@@]([H])(C(=O)c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])C([H])([H])C2([H])[H],d0210a,d0644a
[H]c1c([H])c([H])c2c(nc([H])n2C([H])([H])[C@]2([H])C([H])([H])C3=C(C2([H])[H])C([H])([H])[C@]([H])(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])([H])C3([H])[H])c1[H],d0210a,d0693a
[H]c1c([H])c(F)c([H])c(C([H])([H])N([H])O[C@@]2([H])C3=C(C([H])([H])OC3([H])[H])[C@]([H])(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c1[H],d0210a,d0749a
[H]c1c([H])c(C(=O)c2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c2c1OC([H])([H])O2,d0210a,d0759a
[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c(C(=O)c2oc3c([H])c([H])c([H])c([H])c3c2[H])c1F,d0210a,d0787a
[H]c1c([H])c([H])c([C@]([H])(c2c([H])c([H])c3c([H])c(S(=O)(=O)N4C([H])([H])C([H])([H])N([H])C([H])([H])C4([H])[H])c([H])c([H])c3c2[H])N([H])[H])c([H])c1[H],d0210a,d1149a
[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])Oc1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],d0210a,d1212a
[H]OC(=O)C([H])([H])c1c([H])c(-c2sc(C([H])([H])C([H])([H])Oc3c([H])c([H])c(S(=O)(=O)N4C([H])([H])C([H])([H])N([H])C([H])([H])C4([H])[H])c([H])c3[H])c([H])c2[H])c([H])c(C([H])([H])C(=O)O[H])c1[H],d0210a,5hmx-a
[H]OC(=O)C([H])([H])c1c([H])c(-c2c([H])c([H])c([H])c(C([H])([H])Oc3c([H])c([H])c(S(=O)(=O)N4C([H])([H])C([H])([H])N([H])C([H])([H])C4([H])[H])c([H])c3[H])c2[H])c([H])c(C([H])([H])C(=O)O[H])c1[H],d0210a,5hmw-a
[H]OC([H])([H])N(C(=O)c1c([H])c(Cl)c([H])c([H])c1N([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H],d0248a,d0153b
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(CC([H])([H])C([H])([H])N=[S@@](=O)(c2c([H])c([H])c([H])c([H])c2Cl)N([H])C([H])([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0153a
[H]OC([H])([H])C(N([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@](Cl)(N([H])c2c([H])c([H])c(-c3nc(N([H])[H])sc3[H])c([H])c2[H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0162a
[H]OC([H])([H])C(N(C(=O)[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]2(OC([H])([H])OC2([H])[H])C1([H])[H])S([H])(=O)=O)(C([H])([H])[H])C([H])([H])[H],d0248a,d0174a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c(C(=O)c2c(F)c([H])c([H])c([H])c2F)c(Cl)c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0176a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(CC([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0210a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(Cc2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0249a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(CN2C([H])([H])C([H])([H])C([H])([H])S2(=O)=O)c1F)(C([H])([H])[H])C([H])([H])[H],d0248a,d0258a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(CC2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0279a
[H]OC([H])([H])C(N(C(=O)c1c([H])c([H])c([H])c(Cl)c1[H])S([H])(=O)=O)(C([H])([H])[H])C([H])([H])[H],d0248a,d0283a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c2c([H])c(=O)n(C([H])([H])c3onc(C([H])([H])[H])c3[H])nc2c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0379a
[H]OC([H])([H])C(N(C(=O)c1c([H])c([H])c([H])c(Cl)c1[H])c1c([H])n[nH]c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0414a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(C(O)(O)N2C([H])([H])C([H])(OC([H])([H])[H])C2([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0503a
[H]OC([H])([H])C(N([H])C(=O)[C@]1([H])C([H])([H])C2=C(C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])[C@@]2([H])C(=O)N(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0566a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c(Cl)c(F)c(S(=O)(=O)N([H])C([H])([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0567a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c(Cl)c([H])c(N(N([H])C([H])([H])[H])[C@]2([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0587a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(Cc2sc(C([H])([H])[H])nc2[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0615a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c(C(=O)C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(Cl)c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0644a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c2c(nc([H])n2C([H])([H])c2c([H])c([H])c(C#N)c([H])c2[H])n1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0693a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(CN(C([H])([H])[H])S(=O)(=O)N([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0749a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c2c([H])c([H])c(OC([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0759a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(Cl)c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0771a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c2oc(C(=O)N3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c2c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d0787a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(N(c2c([H])c([H])c([H])c([H])c2[H])N([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d1149a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(CC([H])([H])N([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0248a,d1212a
[H]OC([H])([H])[C@@](N([H])C(=O)c1c([H])c([H])c([H])c(Cl)c1[H])(C([H])([H])[H])C([H])([H])N([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(C#N)c1[H])n1c(C([H])([H])[H])nc([H])c1[H],d0248a,z0375a
[H]OC([H])([H])[C@@](N([H])C(=O)c1c([H])c([H])c([H])c(Cl)c1[H])(C([H])([H])[H])C([H])([H])[C@]1([H])c2nc([H])c([H])c([H])c2[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2(C(=O)C([H])([H])[H])C1([H])[H],d0248a,z0659a
[H]OC([H])([H])C(N(C(=O)c1c([H])c([H])c([H])c(Cl)c1[H])C([H])([H])Oc1c([H])c2c(c([H])c1Br)C(=O)OC(C([H])([H])[H])(C([H])([H])[H])O2)(C([H])([H])[H])C([H])([H])[H],d0248a,z0922b
[H]OC(=O)OC([H])([H])[C@]([H])(N1:C([H])C:1[C@@]1(C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C(=O)O[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(Cl)C1([H])[H])C([H])([H])[H],d0248a,5hmx-a
[H]OC(=O)C([H])([H])[C@@]1([H])C([H])([H])C2=C(N([H])[C@]([H])(C([H])([H])[H])C([H])([H])N2C(=O)OC([H])([H])O[H])[C@]2(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(Cl)C2([H])[H])C1([H])[H],d0248a,5hmw-a
[H]c1c([H])c(N([H])c2c([H])c([H])c([S@TB3](=O)(=O)N([H])C([H])([H])[H])c([H])c2[H])c([H])c([H])c1N([H])C(=O)C([H])([H])[H],d0249a,d0153b
[H]ON([H])[C@@]1([H])C([H])([H])[C@@]([H])(N([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@]([H])(C([H])([H])[H])C12C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],d0249a,d0153a
[H]c1c([H])c([H])c(N([H])C2C([H])C([H])C3NC(C([H])([H])[H])SC([H])[C@@H]3C2[H])c([H])c1[H],d0249a,d0162a
[H]O[C@]1(Oc2c([H])c([H])c(C([H])([H])N([H])S(=O)(=O)C([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])[H],d0249a,d0174a
[H]c1c([H])c([H])c(C(=O)c2c(F)c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2F)c([H])c1[H],d0249a,d0176a
[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(N([H])C(=O)C(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H],d0249a,d0210a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c(N([H])c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0249a,d0248a
[H]c1c([H])c([H])c(C(c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])=[S@]([H])(=O)N([H])c2c(C([H])([H])[H])nn(C([H])([H])[H])c2C([H])([H])[H])c([H])c1[H],d0249a,d0253a
[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])c([H])c1[H],d0249a,d0279a
[H]c1c([H])c(N([H])c2c([H])c([H])c(C([H])([H])S(=O)(=O)N([H])C([H])([H])[H])c([H])c2[H])c([H])c([H])c1N([H])C(=O)C([H])([H])[H],d0249a,d0283a
[H]c1c([H])c([H])c(C(=O)c2c([H])c([H])c(N(C(=O)C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],d0249a,d0376a
[H]c1c([H])c([H])c2c(c1[H])N([H])c1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c1C2([H])[H],d0249a,d0379a
[H]c1n[nH]c([H])c1Oc1c([H])c([H])c(N([H])c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])c([H])c1[H],d0249a,d0414a
[H]O[N@@+]([O-])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c1[H],d0249a,d0503a
[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c(O)c2[H])c([H])c1[H],d0249a,d0566a
[H]c1c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])[H])c(N([H])c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])c1[H],d0249a,d0567a
[H]c1c([H])c([H])c(C(c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c(Cl)c1[H],d0249a,d0587a
[H]c1nc2c([H])c([H])c(N([H])c3c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c3[H])c([H])c2c([H])c1F,d0249a,d0615a
[H]c1c([H])c(C(=O)c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])c([H])c([H])c1OC([H])([H])[H],d0249a,d0644a
[H]c1c([H])c([N+](=[N-])C(=O)C([H])([H])[H])c([H])c([H])c1N1:NC([H])N[C@H]2C:1N([H])C([H])C2[H],d0249a,d0693a
[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(C(C(=O)C([H])([H])[H])=[S@@]([H])(=O)N([H])[H])c([H])c2C([H])([H])[H])c([H])c1[H],d0249a,d0749a
[H]OC1=C([H])C2=C([H])C([H])=C([H])C2=C([H])[C@]12C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C2([H])[H],d0249a,d0759a
[H]c1c([H])c([H])c(N(c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H],d0249a,d0771a
[H]O[C@@]1([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]12Oc1c(c([H])n([H])c1[H])C2([H])[H],d0249a,d0787a
[H]O[C@@]1([H])C([H])([H])[C@]2(C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])c1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c1[H])C([H])([H])C([H])([H])[C@]([H])([C@@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H],d0249a,d0843a
[H]c1c([H])c([H])c(N(c2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])N([H])[H])c([H])c1[H],d0249a,d1149a
[H]O[C@@]1([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]12C([H])([H])C([H])([H])[C@@]([H])(N([H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C([H])([H])C2([H])[H],d0249a,d1212a
[H]c1c(ON([H])c2c([H])c([H])c(N([H])c3c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c3[H])c([H])c2[H])c(Br)c([H])c2c1OC(C([H])([H])[H])(C([H])([H])[H])OC2=O,d0249a,z0922b
[H]OC(=O)C([H])([H])[C@]1([H])C([H])([H])C2(C([H])([H])C([H])([H])C([H])(N([H])c3c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)O[H])C1([H])[H],d0249a,5hmx-a
[H]OC(=O)C([H])([H])[C@]1([H])C([H])([H])C2(C([H])([H])C([H])([H])C([H])(N([H])c3c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)O[H])C1([H])[H],d0249a,5hmw-a
[H]c1c([H])c(F)c([H])c([S@](=O)(=Nc2c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])[H])c(Cl)c2[H])N([H])c2c(C([H])([H])[H])nn(C([H])([H])[H])c2C([H])([H])[H])c1[H],d0253a,d0153b
[H]OC([H])([H])N=[S@@](=O)(N([H])c1c(C([H])([H])[H])nn(C([H])([H])[H])c1C([H])([H])[H])[C@]1([H])[C@]([H])(N([H])C([H])([H])[H])[C@@]2(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(Cl)C2([H])[H])C([H])([H])C([H])([H])[C@@]1([H])O[H],d0253a,d0153a
[H]OC([H])([H])[C@@]([H])(C(=O)C([H])([H])[H])[C@@]1(C([H])([H])c2c([H])c([H])n([H])c2C([H])([H])SC([H])([H])N([H])[H])[C@]([H])(C([H])([H])[H])N(C([H])([H])[H])N([H])[C@]1([H])C([H])([H])[H],d0253a,d0162a
[H]ON1c2c([H])c(C([H])([H])N([H])S(=O)(=O)C([H])([H])C([H])([H])[H])c([H])c([H])c2O[C@@]1(c1c([H])c([H])c([H])c(F)c1[H])N([H])c1c(C([H])([H])[H])nn(C([H])([H])[H])c1C([H])([H])[H],d0253a,d0174a
[H]OC([H])([H])[C@@]1([H])N(OC([H])([H])N(c2c([H])c([H])c3c(F)c([H])c([H])c([H])c3c2[H])c2c(C([H])([H])[H])nn(C([H])([H])[H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],d0253a,d0176a
[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(F)c([H])c1S(=O)(=O)N([H])c1c(C([H])([H])[H])nn(C([H])([H])[H])c1C([H])([H])[H],d0253a,d0210a
[H]OC([H])([H])C(N([H])C(=O)c1c([H])c([H])c([H])c(N=[S@](=O)(c2c([H])c([H])c([H])c(F)c2[H])N([H])c2c(C([H])([H])[H])nn(C([H])([H])[H])c2C([H])([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H],d0253a,d0248a
[H]c1c([H])c([H])c(N=[S@@](=O)(c2c([H])c([H])c([H])c(OC(=O)C([H])([H])[H])c2[H])N([H])c2c(C([H])([H])[H])nn(C([H])([H])[H])c2C([H])([H])[H])c([H])c1[H],d0253a,d0249a
[H]O[C@]1(Oc2nc([H])c(F)c([H])c2[H])c2c([H])c([H])c([H])c(F)c2OC([H])([H])[C@@]1([H])c1c(C([H])([H])[H])nn(C([H])([H])[H])c1C([H])([H])[H],d0253a,d0279a
[H]c1c([H])c(F)c([H])c([S@](=O)(=NC([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])S(=O)(=O)N([H])C([H])([H])[H])C([H])([H])C2([H])[H])N([H])c2c(C([H])([H])[H])nn(C([H])([H])[H])c2C([H])([H])[H])c1[H],d0253a,d0283a
[H]O[S@]1(c2c([H])c([H])c([H])c(F)c2[H])N([H])C2C(C([H])([H])[H])C(C([H])([H])[H])NC2C([H])([H])[C@@H]2C([H])C([H])C(C([H])([H])[H])N:N21,d0253a,d0379a
