id,smiles,tags
70815,COc1ccc(C(=O)NS(C)(=O)=O)nc1-n1ccc(C#CCO)c1,"{'SeeSAR', 'DF'}"
70816,COc1ccc(C(=O)NS(C)(=O)=O)nc1-n1cccc1,"{'SeeSAR', 'DF'}"
70817,COc1cc(C)cnc1-n1ccc(C#CCO)c1,"{'SeeSAR', 'DF'}"
70818,COc1cc(C)c(C(=O)NS(=O)(=O)c2cccc3cccnc23)nc1-n1ccc(C#CCO)c1,"{'SeeSAR', 'DF'}"
70819,COc1ccc(C(=O)NS(=O)(=O)c2cccc3cccnc23)nc1-n1ccc(C#CCO)c1,"{'SeeSAR', 'DF'}"
70820,CNc1ccc(C(=O)NS(=O)(=O)c2cccc3cccnc23)nc1-n1ccc(C#CCO)c1,"{'SeeSAR', 'DF'}"
70821,COc1cc(C)c(C(=O)NS(=O)(=O)c2cccc3cccnc23)nc1-n1ccc(C)c1,"{'SeeSAR', 'DF'}"
70822,COc1cc(C)c(C(=O)NS(C)(=O)=O)nc1-n1ccc(C)c1,"{'SeeSAR', 'DF'}"
70823,Cc1cnc(-n2ccc(C#CCO)c2)c(OC2=C(c3ccncc3)N=NC2)c1,"{'SeeSAR', 'DF'}"
70824,Cc1cnc(-n2ccc(C#CCO)c2)c(NC2=C(c3ccncc3)N=NC2)c1,"{'SeeSAR', 'DF'}"
70825,Cc1ccc(-c2ccc(C#CCO)s2)c(NC2=C(c3ccncc3)N=NC2)c1,"{'SeeSAR', 'DF'}"
70826,Cc1ccc(-c2ccc(C#CCO)s2)c(OC2=C(c3ccncc3)N=NC2)c1,"{'SeeSAR', 'DF'}"
70827,Cc1cnc(-n2ccc(C#CCO)c2)c(Oc2ccn(Cc3cccnc3)c2)c1,"{'SeeSAR', 'DF'}"
70828,Cc1cnc(-n2ccc(C#CCO)c2)c(Nc2ccn(Cc3cccnc3)c2)c1,"{'SeeSAR', 'DF'}"
70829,Cc1ccc(-c2ccc(C#CCO)s2)c(Nc2ccn(Cc3cccnc3)c2)c1,"{'SeeSAR', 'DF'}"
70830,Cc1ccc(-c2ccc(C#CCO)s2)c(Oc2ccn(Cc3cccnc3)c2)c1,"{'SeeSAR', 'DF'}"
