smiles,hit0,hit1
[H]Oc1c(N([H])C2=NC([H])([H])C([H])([H])C([H])([H])S2)c(C(F)(F)F)nn1C([H])([H])[H],z0927a,z0892b
[H]O[C@]1(c2c([H])c(C(F)(F)F)c(F)n2C([H])([H])[H])N([H])C([H])([H])C([H])([H])N([H])C1([H])[H],z0927a,z0898a
[H]O[C@@]1([H])N(C([H])([H])[H])[C@]2(C(=O)N([H])C(=O)N2[H])[C@]2([H])O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])F,z0927a,z0903c
[H]O[C@@]1([H])N(C([H])([H])[H])N([H])C2(C1([H])[H])[C@@]([H])(F)C([H])([H])C([H])([H])C([H])([H])[C@]2([H])F,z0927a,z0968a
[H]O[C@@]1([H])N(C([H])([H])[H])N(N([H])S(=O)(=O)C([H])([H])[H])[C@@]2(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(F)[C@@]2([H])F)C1([H])[H],z0927a,z0991b
[H]Oc1c([H])nc(-c2c([H])c([H])c([H])c([H])c2[H])c(N([H])C(=O)C([H])([H])[H])c1[H],z0968a,z0136b
[H]Oc1c([H])nc(-c2c([H])c([H])c(N([H])[H])c([H])c2[H])nc1OC([H])([H])[H],z0968a,z0184a
[H]C(=O)N1C([H])([H])C([H])([H])N([H])C([H])([H])[C@]12C([H])([H])N([H])[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])N(F)C2([H])[H],z0968a,z0186a
[H]OC([H])([H])C([H])([H])Oc1c([H])nc(-c2c([H])c([H])c([H])c([H])c2[H])nc1C([H])([H])[H],z0968a,z0207a
[H]Oc1c([H])nc(-c2c([H])c([H])c([H])c([H])c2N([H])C([H])([H])c2n[nH]c([H])c2[H])nc1[H],z0968a,z0481b
[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]2([H])[C@]1([H])C([H])([H])S(=O)(=O)N([H])[H],z0968a,z0625b
[H]OC1=C([H])N2C(:c3c([H])c([H])c([H])c([H])c3=C([H])N2C([H])([H])C([H])([H])O[H])N=C1[H],z0968a,z0767a
[H]Oc1c([H])nc(-c2c([H])c([H])c([H])c([H])c2[H])nc1N([H])C1=NC([H])([H])C([H])([H])C([H])([H])S1,z0968a,z0892b
[H]c1c([H])c([H])c(C2NC([H])[C@@H]3[C@H](C(=O)N([H])C([H])([H])C([H])([H])N([H])C3([H])[H])N2F)c([H])c1[H],z0968a,z0898a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])[C@@]1([H])N([H])[C@]([H])([C@]2(C([H])([H])C([H])([H])[H])C(=O)N([H])C(=O)N2[H])C([H])([H])C12C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],z0968a,z0903c
[H]Oc1c([H])nc(-c2c(F)c([H])c([H])c([H])c2F)nc1C([H])([H])[H],z0968a,z0927a
[H]OC1C([H])NC(c2c([H])c([H])c([H])c([H])c2[H])N(N([H])S(=O)(=O)C([H])([H])[H])C1[H],z0968a,z0991b
[H]c1c([H])c([H])c2c(c1[H])O[C@]([H])(C(=O)N1C([H])([H])C([H])([H])N([H])[C@]([H])(C([H])([H])[H])C1([H])[H])[C@]([H])(F)[C@@]2([H])N([H])S(=O)(=O)C([H])([H])[H],z0991b,z0186a
[H]OC([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])Oc2c([H])c([H])c(Cl)c([H])c2[C@]([H])(N([H])S(=O)(=O)C([H])([H])[H])C1([H])[H],z0991b,z0207a
[H]c1c([H])c([H])c2c(c1[H])O[C@@]([H])(C([H])([H])C(=O)N1C([H])([H])C(=O)N([H])C([H])([H])C1([H])[H])C([H])([H])[C@@]2([H])N([H])S(=O)(=O)C([H])([H])[H],z0991b,z0397a
[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])[C@@]2([H])[C@]1(S(=O)(=O)C([H])([H])[H])N([H])N([H])C([H])([H])C1([H])[H],z0991b,z0481b
[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])[C@]([H])(C([H])([H])S(=O)(=O)N([H])[H])[C@@]2([H])N([H])S(=O)(=O)C([H])([H])[H],z0991b,z0625b
[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])[C@@]2([H])N([H])S(=O)(=O)C([H])([H])[H],z0991b,z0767a
[H]c1c([H])c([H])c2c(c1[H])O[C@]([H])(N([H])C1=NC([H])([H])C([H])([H])C([H])([H])S1)C([H])([H])[C@@]2([H])N([H])S(=O)(=O)C([H])([H])[H],z0991b,z0892b
[H]c1c([H])c([H])c2c(c1[H])O[C@]([H])(C(=O)N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H])[C@]([H])(F)[C@@]2([H])N([H])S(=O)(=O)C([H])([H])[H],z0991b,z0898a
[H]C1=NC(=O)[C@]2(c3c([H])c([H])c([H])c([H])c3OC([H])([H])C2([H])[H])N1[H],z0991b,z0903c
[H]O[C@]1([H])OC2=C(C(F)(F)C([H])([H])C([H])([H])C2([H])[H])[C@]([H])(N([H])S(=O)(=O)C([H])([H])[H])[C@]1([H])C([H])([H])[H],z0991b,z0927a
[H]O[C@]1([H])Oc2c([H])c([H])c([H])c([H])c2[C@]([H])(N([H])S(=O)(=O)C([H])([H])[H])C1([H])[H],z0991b,z0968a
