smiles,hit0,hit1
[H]c1nc(N([H])C([H])([H])N2C(=O)N([H])C(=O)[C@@]2([H])C([H])([H])[H])c2c([H])c([H])c([H])c(C([H])([H])[H])c2c1[H],z0111a,z0519a
[H]C1:NC([H])[C@H]2NC([H])C([H])C3C([H])C([H])[C@@H](C([H])([H])C([H])([H])[H])[C@@H](C1[H])C32,z0111a,z0521a
[H]c1nc(C(=O)C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2c1[H],z0111a,z0581a
[H]c1nc(N(C([H])([H])[H])S(=O)(=O)N([H])[H])c2c([H])c([H])c(F)c([H])c2c1[H],z0111a,z0625a
[H]c1nc(N([H])C([H])([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2c1[H],z0111a,z0628a
[H]c1nc2c3c(c([H])c([H])c([H])c3c1[H])N([H])[C@]([H])([C@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H])N2[H],z0111a,z0637a
[H]O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]12c1c([H])c([H])c([H])c([H])c1[C@]([H])(C([H])([H])[H])C([H])([H])N2[H],z0111a,z0653a
[H]c1nc([N+]([O-])(C([H])([H])[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2c1Br,z0111a,z0764a
[H]c1nc(N([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2c1[H],z0111a,z0881a
[H]C1=C([H])C(C([H])([H])C([H])([H])C([H])([H])[H])=C2C(:N/C(=N/C(=O)C([H])([H])C([H])([H])[H]):C2[H])N1,z0111a,z0900b
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])N([H])[C@@]2(O)N(C(=O)N([H])[H])C([H])([H])[H],z0111a,z0903a
[H]c1c(C([H])([H])[H])c(N([H])C([H])([H])[H])c2c([H])c([H])c(Br)c([H])c2c1[H],z0111a,z0922a
[H]c1c([H])c([H])c2c([H])c(C([H])([H])[H])nc(N([H])C([H])([H])[H])c2c1[H],z0111a,z0936a
[H]c1nc(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2c1[H],z0111a,z0991a
[H]c1nc(C([H])([H])[C@]([H])(N([H])[H])N([H])C([H])(N([H])[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2c1[H],z0111a,z0995a
[H]C([H])(N=O)C([H])([H])C([H])([H])N1C(=O)C([H])([H])C([H])([H])C1([H])[H],z0111a,z1018a
[H]c1nc(N([H])C([H])([H])[H])c2c(N([H])C([H])([H])[H])c([H])c([H])c([H])c2c1[H],z0111a,z1040a
[H]c1nc2c3c(c([H])c([H])c([H])c3c1[H])C(=S)C([H])([H])N2C([H])([H])[H],z0111a,z1041a
[H]c1nc(N([H])C([H])([H])N([H])OC(=O)c2c(C([H])([H])[H])oc3c([H])c([H])c(N([H])S(=O)(=O)c4c([H])c([H])c(Cl)c([H])c4[H])c([H])c23)c2c([H])c([H])c([H])c([H])c2c1[H],z0111a,3vws-b
[H]OC(=O)c1c(C([H])([H])[H])oc2c([H])c([H])c(N([H])S(=O)(=O)[C@]3([H])C([H])([H])[C@@H]4C([H])C([H])C([H])[C@@H]4N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c12,z0111a,3vws-a
[H]OC(=O)[C@@]([H])(N([H])C(=O)c1c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c(=O)n2c1sc1c(N([H])c3c([H])c([H])c4c([H])c([H])nc(N([H])C([H])([H])[H])c4c3[H])c([H])c(OC3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c12)C([H])([H])c1c([H])c([H])c(O[H])c([H])c1[H],z0111a,5iq6-a
[H]OC(=O)C1(N([H])C(=O)C([H])([H])N(c2c(Cl)c([H])c([H])c([H])c2Cl)c2nc([H])c([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])c2c([H])c([H])c([H])c([H])c2C1([H])[H],z0111a,6xd0-a
[H]/C(=N\C([H])([H])[C@]([H])(C([H])(F)F)[C@@]1(C([H])([H])N([H])C([H])([H])C([H])([H])C#N)c2[nH]c([H])c([H])c2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0136a,d0378a
[H]c1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])n(C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])S(=O)(=O)N([H])[H])c1[H],z0136a,z0165a
[H]ON([H])C([H])([H])c1c([H])c([H])c2c([H])c3nc([H])c([H])c([H])n3c2c1N([H])C(=O)C([H])([H])[H],z0136a,z0904a
[H]c1[nH]c2c(N([H])C(=O)C([H])([H])[H])c(N([H])S(=O)(=O)C([H])([H])[H])c([H])c([H])c2c1[H],z0136a,d0172a
[H]c1nnc(-c2c([H])c([H])c([H])c(C([H])([H])/N=C(/N([H])c3c([H])c([H])c([H])c4c([H])c([H])[nH]c34)C([H])([H])[H])c2OC([H])([H])[H])o1,z0136a,d0411b
[H]c1nnc(-c2c([H])c(C([H])([H])C(=O)N([H])c3c([H])c([H])c([H])c4c([H])c([H])[nH]c34)c([H])c([H])c2OC([H])([H])[H])o1,z0136a,d0411a
[H]c1c([H])c2c([H])c(OC(F)(F)F)n3c2c(c1[H])n([H])c(C([H])([H])[H])nc(=S)n3[H],z0136a,d0741a
[H]C1=C2C(=C([H])C([H]):C2[C@]([H])(N([H])N([H])C([H])([H])[H])C([H])([H])[H])C(C([H])([H])C([H])([H])C([H])([H])[H])=C1[H],z0136a,z0041a
[H]c1c([H])c([H])c2c([H])c(C([H])([H])[H])[nH]c2c1N([H])C(=O)C([H])([H])[H],z0136a,z0107a
[H]c1[nH]c2c(N(C(=O)C([H])([H])[H])N([H])[H])c([H])c([H])c([H])c2c1[H],z0136a,z0111a
[H]c1c(C([H])([H])[H])[nH]c2c1C([H])([H])C([H])([H])C([H])([H])[C@@]2(N([H])C(=O)C([H])([H])[H])N([H])C([H])([H])[H],z0136a,z0200a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N(C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c2c([H])c([H])[nH]c12,z0136a,z0211a
[H]c1c([H])c([H])c2c([H])c(F)[nH]c2c1N([H])C(=O)C([H])([H])[H],z0136a,z0215a
[H]N(C(=O)C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]21[H],z0136a,z0221a
[H]c1c([H])c([H])c2c([H])c(C([H])([H])[H])[nH]c2c1N([H])C(=O)C([H])([H])N([H])[H],z0136a,z0309a
[H]Oc1[nH]c2c(N(C(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C(=O)C([H])([H])[H])c([H])c([H])c([H])c2c1[H],z0136a,z0351a
[H]c1[nH]c2c(c1[H])C([H])([H])C([H])([H])[C@]1(N([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])[H])[C@]2([H])N([H])C(=O)C([H])([H])[H],z0136a,z0364a
[H]c1[nH]c2c(N(C(=O)C([H])([H])[H])C([H])O)c([H])c([H])c([H])c2c1[H],z0136a,z0384a
[H]c1nc([H])c([H])c(C(=O)c2c([H])c([H])c3c([H])c(F)[nH]c3c2N([H])C(=O)C([H])([H])[H])c1[H],z0136a,z0386a
[H]C(=O)N(C(=O)C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])c1c([H])c([H])c([H])c2c([H])c([H])[nH]c12,z0136a,z0411a
[H]Oc1c([H])c([H])c2c(Br)c([H])[nH]c2c1N(C(=O)C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[H],z0136a,z0480a
[H]c1[nH]c2c(N(C(=O)N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])C(=O)C([H])([H])[H])c([H])c([H])c(F)c2c1[H],z0136a,z0483a
[H]c1[nH]c2c(c1[H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@]1(N([H])[C@@]([H])(N([H])[H])S[C@]1([H])C([H])([H])[H])[C@]2([H])N([H])C(=O)C([H])([H])[H],z0136a,z0496a
[H]c1[nH]c2c(N(C(=O)C([H])([H])[H])N3C(=O)N([H])C(=O)[C@@]3([H])C([H])([H])[H])c([H])c([H])c([H])c2c1OC([H])([H])[H],z0136a,z0519a
[H]OC([H])([H])n1c([H])c([H])c2c([H])c(N([H])[H])nc(C([H])([H])C([H])([H])[C@@]([H])(N([H])[H])C([H])([H])[H])c21,z0136a,z0521a
[H]c1[nH]c2c(C(=O)C(=O)C([H])([H])[H])c([H])c([H])c([H])c2c1[H],z0136a,z0581a
[H]c1c([H])c([H])c2c([H])c(F)[nH]c2c1N(C(=O)C([H])([H])[H])S(=O)(=O)N([H])[H],z0136a,z0625a
[H]c1[nH]c2c(N(C(=O)C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2c1[H],z0136a,z0628a
[H]c1[nH]c2c(N([H])[C@@](O)(C([H])([H])[H])[C@]3([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c([H])c([H])c2c1[H],z0136a,z0637a
[H]c1[nH]c2c3c(c([H])c([H])c2c1C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])C(=O)C([H])([H])[H],z0136a,z0653a
[H]Oc1c(C([H])([H])[H])c(N(C(=O)C([H])([H])[H])C([H])([H])O[H])c2[nH]c(Br)c([H])c2c1[H],z0136a,z0764a
[H]c1c([H])c(N([H])C(=O)C([H])([H])[H])c2c(c1[H])c([H])c(N([H])[H])n2C([H])([H])[H],z0136a,z0881a
[H]C(=O)N([H])C(=O)[C@@H]1NC2[C@@H](NC1=O)C([H])C([H])C([H])[C@@H]2C([H])([H])C([H])([H])[H],z0136a,z0900b
[H]On1c(Br)c([H])c2c([H])c([H])c(C([H])([H])N([H])C([H])([H])[H])c(N([H])C(=O)C([H])([H])[H])c21,z0136a,z0922a
[H]c1[nH]c2c(N([H])C(=O)C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2c1[H],z0136a,z0936a
[H]c1[nH]c2c(N(C(=O)C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c([H])c([H])c2c1[H],z0136a,z0991a
[H]C(=O)C([H])([H])[C@]([H])(C1=Nc2c([H])c([H])c3c(c2=C1[H])=NC([H])=C3[H])N([H])[H],z0136a,z0995a
[H]c1[nH]c2c(N(C(=O)C([H])([H])C([H])([H])N3C(=O)C([H])([H])C([H])([H])C3([H])[H])C([H])O)c([H])c([H])c([H])c2c1[H],z0136a,z1018a
[H]c1[nH]c2c(N([H])/C(=N/C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2c1[H],z0136a,z1040a
[H]C1NC2[C@@H](C1[H])C([H])C([H])[C@@H]1[C@@H]2N(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C(=S)N1[H],z0136a,z1041a
[H]OC(=O)c1c(C([H])([H])[H])oc2c([H])c([H])c(N([H])S(=O)(=O)c3c([H])c([H])c(Cl)c(C([H])([H])/N=C(/N([H])c4c([H])c([H])c([H])c5c([H])c([H])[nH]c45)C([H])([H])[H])c3[H])c([H])c12,z0136a,3vws-b
[H]OC(=O)c1c(C([H])([H])[H])oc2c([H])c([H])c(N([H])S(=O)(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C(=O)C([H])([H])[H])c3c([H])c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c3[H])c([H])c12,z0136a,3vws-a
[H]OC(=O)[C@@]([H])(N([H])C(=O)c1c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c(=O)n2c1sc1c([H])c(/N=C(/N([H])c3c([H])c([H])c([H])c4c([H])c([H])[nH]c34)C([H])([H])[H])c(OC3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c12)C([H])([H])c1c([H])c([H])c(O[H])c([H])c1[H],z0136a,5iq6-a
[H]OC(=O)C1(N([H])C(=O)N(C(=O)C([H])([H])[H])c2c(N([H])c3c(Cl)c([H])c([H])c([H])c3Cl)c([H])c([H])c3c([H])c([H])[nH]c23)C([H])([H])c2c([H])c([H])c([H])c([H])c2C1([H])[H],z0136a,6xd0-a
[H]O[C@]1([H])N([H])[C@]([H])(C([H])([H])C#N)N(C([H])([H])C([H])(F)F)[C@@]12c1nc(C([H])([H])[H])sc1C([H])([H])C([H])([H])C2([H])[H],z0200a,d0378a
[H]C1:C([H]):C([H]):C([H]):Nc2sc3c(c21)[C@]([H])(C(=O)N([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C3([H])[H],z0200a,z0904a
[H]O[C@@]1([H])[C@@]([H])(C([H])([H])S(=O)(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]12c1nc(C([H])([H])[H])sc1C([H])([H])C([H])([H])C2([H])[H],z0200a,d0172a
[H]c1nnc(-c2c([H])c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])c3nc4c(s3)C([H])([H])C([H])([H])C([H])([H])[C@@]4([H])C(=O)N([H])C([H])([H])[H])c([H])c2OC([H])([H])[H])o1,z0200a,d0411b
[H]c1nnc(-c2c([H])c(C([H])([H])/N=C(\N([H])C([H])([H])[H])[C@@]3([H])c4nc(C([H])([H])[H])sc4C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c2OC([H])([H])[H])o1,z0200a,d0411a
[H]c1c(N([H])C([H])([H])[C@@]2([H])c3nc(C([H])([H])[H])sc3C([H])([H])C([H])([H])C2([H])[H])nc(-n2c([H])c([H])c([H])c2[H])c(N([H])[H])c1[H],z0200a,d0472b
[H]N(C(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])S[C@@]3([H])C([H])([H])C(F)(F)O[C@]3([H])[C@@]21[H])C([H])([H])[H],z0200a,d0741a
[H]O[C@]1([H])C([H])([H])N(C([H])([H])[H])c2c(C([H])([H])[H])sc3c2[C@]1([C@]([H])(N([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H],z0200a,z0041a
[H]OC([H])([H])[C@@H]1S[C@@H]2C3C1C([H])C([H])[C@H](N([H])C([H])([H])[H])[C@@H]3C([H])([H])C([H])([H])C2([H])[H],z0200a,z0107a
[H]N(C(=O)[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z0111a
[H]N(/C(=N\C(=O)C([H])([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z0136a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)/N=C(/N([H])C([H])([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H],z0200a,z0211a
[H]N(C(=O)[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z0215a
[H]c1nc([H])c2c(c1[H])[C@](O)([C@@]1([H])c3c(sc(C([H])([H])[H])c3C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])N([H])C2([H])[H],z0200a,z0221a
[H]N([H])C([H])([H])C(=O)N[C@@](N([H])C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H],z0200a,z0309a
[H]N(/C(=N/C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z0351a
[H]C(=O)[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])[C@]12N([H])C([H])([H])[C@]([H])(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H],z0200a,z0364a
[H]C(=O)/C(=C(/N([H])C([H])([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z0384a
[H]c1nc([H])c([H])c(N(C(=O)[C@@]2([H])c3nc(C([H])([H])[H])sc3C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])c1[H],z0200a,z0386a
[H]c1c([H])c(N([H])C(=O)/N=C(/N([H])C([H])([H])[H])[C@@]2([H])c3nc(C([H])([H])[H])sc3C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1OC([H])([H])[H],z0200a,z0411a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])O[C@](O)(N([H])C([H])([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H],z0200a,z0480a
[H]N(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])N2C3=C(S[C@@]2([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])[C@@]1([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],z0200a,z0483a
[H]C1:C(c2nc(C([H])([H])[H])sc2[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]):C(=O):N:C([H]):C1SC([H])(N([H])[H])N([H])[H],z0200a,z0496a
[H]OC([H])([H])c1nc2c(s1)C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])/C(=N/N1C(=O)N([H])C(=O)[C@@]1([H])C([H])([H])[H])N([H])C([H])([H])[H],z0200a,z0519a
[H]c1c2c(n(C([H])([H])C([H])([H])[H])c1C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H])[C@H](C([H])([H])[H])S[C@H]2C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],z0200a,z0521a
[H]N(C([H])([H])[H])[C@@]([H])(C(=O)C([H])([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H],z0200a,z0581a
[H]N([H])C(=O)N([H])C(=O)[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H],z0200a,z0625a
[H]N(/C(=N/C([H])([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z0628a
[H]N1C([C@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])=C(N([H])C([H])([H])[H])[C@@]2([H])c3c(sc(C([H])([H])[H])c31)C([H])([H])C([H])([H])C2([H])[H],z0200a,z0637a
[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])N([H])C([H])([H])[H])[C@@]12c1nc(C([H])([H])[H])sc1C([H])([H])C([H])([H])C2([H])[H],z0200a,z0653a
[H]N(C(=O)[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])[C@]1([H])N=[S@@]([H])(=O)C([H])([H])[H])C([H])([H])[H],z0200a,z0764a
[H]N(C(=O)[C@@]1([H])c2c(sc(C([H])([H])[H])c2C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z0881a
[H]C1=C(C([H])N([H])C([H])([H])[H])C([H]):c2c(C([H])([H])C([H])([H])C([H])([H])[H])c([H])sc2:C([H]):C1[H],z0200a,z0900b
[H]ON(C(=C([H])[H])N([H])[H])[C@@]1(O)c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H],z0200a,z0903a
[H]Oc1c(C([H])([H])[H])sc2c1[C@@]1([H])[C@@]([H])(O[C@](C([H])([H])[H])(C([H])([H])N([H])O[H])N3N(C([H])([H])[H])C([H])([H])O[C@]31[H])C([H])([H])C2([H])[H],z0200a,z0922a
[H]c1c([H])c([H])c2c3c(sc2c1[H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C(=O)N([H])C([H])([H])[H],z0200a,z0936a
[H]O[C@](O)(N([H])C(=O)[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z0991a
[H]N(C([H])([H])[H])C([H])([H])N1N([H])[C@@]([H])([C@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])[C@]12c1nc(C([H])([H])[H])sc1C([H])([H])C([H])([H])C2([H])[H],z0200a,z0995a
[H]C(=O)/C(=C(\N([H])C([H])([H])[H])[C@@]1([H])c2nc(C([H])([H])[H])sc2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])N1C(=O)C([H])([H])C([H])([H])C1([H])[H],z0200a,z1018a
[H]N(C(=O)[C@@]1([H])c2c(sc(C([H])([H])[H])c2N([H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],z0200a,z1040a
[H]C1=C(C([H])([H])[H])N(N([H])C(=S)N([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]):C(C([H])([H])C([H])([H])[H])S1,z0200a,z1041a
[H]c1c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3oc(C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])/N=C(/N([H])C([H])([H])[H])[C@@]4([H])c5nc(C([H])([H])[H])sc5C([H])([H])C([H])([H])C4([H])[H])c3c2[H])c([H])c([H])c1Cl,z0200a,3vws-b
[H]OC(=O)c1c(C([H])([H])[H])oc2c([H])c([H])c(N([H])S(=O)(=O)[C@@]3([H])C([H])([H])N([H])[C@]([H])(C([H])([H])[H])S[C@@]4([H])C([H])([H])C([H])([H])C([H])([H])[C@@]4([H])[C@]([H])(N([H])C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c12,z0200a,3vws-a
[H]OC(=O)[C@@]([H])(N([H])C(=O)c1c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c(=O)n2c1sc1c([H])c(C([H])([H])/N=C(\N([H])C([H])([H])[H])[C@@]3([H])c4nc(C([H])([H])[H])sc4C([H])([H])C([H])([H])C3([H])[H])c(OC3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c12)C([H])([H])c1c([H])c([H])c(O[H])c([H])c1[H],z0200a,5iq6-a
[H]OC(=O)C1(N([H])C(=O)/N=C(/N([H])c2c(Cl)c([H])c([H])c([H])c2Cl)[C@@]2([H])c3nc(C([H])([H])[H])sc3C([H])([H])C([H])([H])C2([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2C1([H])[H],z0200a,6xd0-a
[H]OC([H])([H])N(C([H])([H])[C@@]([H])(O[H])C([H])([H])[H])[C@]1([H])N([H])[C@]([H])(C([H])([H])C#N)N(C([H])([H])C([H])(F)F)C12C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],z0211a,d0378a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])[C@@]1([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]12C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H],z0211a,z0904a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])c1c([H])c([H])c([H])c([H])c1N([H])S(=O)(=O)C([H])([H])[H],z0211a,d0172a
[H]c1nnc(-c2c([H])c([H])c([H])c([H])c2[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])o1,z0211a,d0411a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])c1c([H])c([H])c([H])c(OC(F)(F)F)c1N([H])C(=S)N([H])[H],z0211a,d0741a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N1:C([H]):C([H])N(C([H])([H])[H])C([H])=c2c([H])c([H])c([H])c([H])c2:1,z0211a,z0041a
[H]c1c([H])c(OC([H])([H])[H])c2c([H])n([H])c([H])c2c1[H],z0211a,z0107a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,z0211a,z0111a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N(C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c2c([H])c([H])[nH]c12,z0211a,z0136a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])[C@]1(N([H])C([H])([H])[H])C([H])([H])c2nc(C([H])([H])[H])sc2C([H])([H])C1([H])[H],z0211a,z0200a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2(N([H])C([H])([H])[C@@]([H])(F)C([H])([H])C2([H])[H])C1([H])[H],z0211a,z0215a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)/C(=C(\c1c([H])c([H])nc([H])c1F)N([H])[H])c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],z0211a,z0221a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N(C(=O)C([H])([H])N([H])[H])c1c([H])c([H])c([H])c2c([H])c(C([H])([H])[H])c([H])c([H])c12,z0211a,z0309a
[H]ON([H])C([H])([H])c1c([H])c([H])c([H])c(N([H])C(=O)N2C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])C([H])([H])[H])C2([H])[H])c1[H],z0211a,z0351a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H],z0211a,z0384a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N(C(=O)c1c([H])c([H])nc([H])c1[H])c1c([H])c([H])c([H])c(F)c1[H],z0211a,z0386a
[H]Oc1c([H])c(OC([H])([H])[H])c([H])c([H])c1N([H])C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H],z0211a,z0411a
[H]O[C@@]([H])(N([H])C(=O)N(C([H])=O)c1c([H])c([H])c([H])c(Br)c1[H])[C@@]([H])(O[H])C([H])([H])[H],z0211a,z0480a
[H]OC([H])([H])[C@]1([H])N(C(=O)N([H])c2c([H])c([H])c([H])c(F)c2[H])C([H])([H])C([H])([H])N([H])C1([H])[H],z0211a,z0483a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N([H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@]12N([H])[C@@]([H])(N([H])[H])S[C@@]2([H])C([H])([H])[H],z0211a,z0496a
[H]O[C@@]([H])(C([H])([H])[H])[C@@]([H])(N([H])C([H])([H])N([H])c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H])[C@]1([H])C(=O)N([H])C(=O)N1[H],z0211a,z0519a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)C(=O)[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C2(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C1([H])[H],z0211a,z0581a
[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])C(=O)N(c1c([H])c([H])c([H])c(F)c1[H])S(=O)(=O)N([H])[H],z0211a,z0625a
[H]ON(C(=O)N([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],z0211a,z0628a
