smiles,template,compound_set,hit1,hit2
CCc1ccc(=O)n(Cc2cc(C)no2)n1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0379a/d0379a.pdb,fstein_thumb_site_2,d0283a,d0379a
Cc1cc(Cn2[nH]c3c(c2=O)CCCC3)on1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0379a/d0379a.pdb,fstein_thumb_site_2,d0379a,d0567a
Cc1cc(Cn2[nH]c3c(c2=O)CCCC3)on1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0567a/d0567a.pdb,fstein_thumb_site_2,d0379a,d0567a
COC1CN(S(=O)(=O)N2CCC(NOc3cn[nH]c3)C2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0248a/d0248a.pdb,fstein_thumb_site_2,d0248a,d0503a
COC1CN(S(=O)(=O)N2CCC(NOc3cn[nH]c3)C2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0503a/d0503a.pdb,fstein_thumb_site_2,d0248a,d0503a
COC1CN(S(=O)(=NCC(=O)N2CCOCC2)N2CCCC2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0503a/d0503a.pdb,fstein_thumb_site_2,d0503a,d0566a
COC1CN(S(=O)(=NCC(=O)N2CCOCC2)N2CCCC2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0566a/d0566a.pdb,fstein_thumb_site_2,d0503a,d0566a
CC1CCN(S(=O)(=O)N2CC(c3ccccc3)C2)C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0503a/d0503a.pdb,fstein_thumb_site_2,d0503a,d0644a
CNS(=O)(=O)c1cccc(CCC2CCOC2)c1F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0249a/d0249a_hippo.pdb,fstein_thumb_site_2,d0249a,d0567a
CNS(=O)(=O)c1cccc(CCC2CCOC2)c1F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0567a/d0567a.pdb,fstein_thumb_site_2,d0249a,d0567a
CNS(=O)(=O)c1cc(C)cc(CNCCNc2ccccc2)c1F,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0567a/d0567a.pdb,fstein_thumb_site_2,d0567a,d0587a
Cc1cnc(N(C)CC2CCOC2)c(Cl)c1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0258a/d0258a.pdb,fstein_thumb_site_2,d0258a,d0587a
Cc1cnc(N(C)CC2CCOC2)c(Cl)c1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,fstein_thumb_site_2,d0258a,d0587a
CC(N)C1=CC=C2C(Cl)=C(CCC3(C)CCOC3)N=CN2C=C1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0587a/d0587a.pdb,fstein_thumb_site_2,d0414a,d0587a
Cc1ncc(Cc2cccc3c2cc2c4c(cc(CC(=O)O)cc43)CC(=O)O2)s1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_hippo.pdb,fstein_thumb_site_2,d0615a,d0644a
Cc1nn(C)c(C)c1NC1(O)CC(C#N)CCC1Cn1cnc2ccccc21,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0644a/d0644a.pdb,fstein_thumb_site_2,d0644a,d0693a
Cc1nn(C)c(C)c1NC1(O)CC(C#N)CCC1Cn1cnc2ccccc21,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0693a/d0693a.pdb,fstein_thumb_site_2,d0644a,d0693a
N#Cc1ccc(Cn2cnc3ccccc32)cc1O,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0644a/d0644a.pdb,fstein_thumb_site_2,d0644a,d0749a
Nc1cccc(C(=O)c2cccc(F)c2)c1O,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0693a/d0693a.pdb,fstein_thumb_site_2,d0693a,d0749a
CC1CCN(C(O)(O)c2cc3ccccc3o2)CC1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0787a/d0787a.pdb,fstein_thumb_site_2,d0253a,d0787a
NC(c1ccccc1)c1ccc(-c2cc(CC(=O)O)cc(CC(=O)O)c2)s1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/d0162a/d0162a.pdb,fstein_thumb_site_2,d0162a,5hmx-a
NC(c1ccccc1)c1ccc(-c2cc(CC(=O)O)cc(CC(=O)O)c2)s1,/opt/xchem-fragalysis-2/maxwin/BulkDock/TARGETS/Flavi_NS5_RdRp/aligned_files/5hmx-a/5hmx-a.pdb,fstein_thumb_site_2,d0162a,5hmx-a
