smiles,template,compound_set,hit1,hit2,hit3,hit4,hit5,hit6
COc1c(CC(=O)O)cc(CC(=O)O)cc1-c1ccc(C#CCO)s1,5hmy-a,P82075,z0052a,z0103a,5hmy-a,5i3q-a,5hmx-b,5k5m-a
