smiles,template,compound_set,hit1,hit2,hit3,hit4,hit5
Cc1nc(C(=O)Oc2cc3c(cc2O)OC(C=C2CCNO2)S3)c[nH]1,d0160a,P177975,d0160a,d0254a,d0612a,d0615b,6izx-a
