Unnamed: 0,HIPPO_ID,smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step1,reaction_name_step2,reactant_step2,product_step2,hit1,hit2,hit3,template,compound_set
103,C28106,O=C(OCCN1CCCc2ccccc21)c1ncsc1Br,Steglich esterification,OCCN1CCCc2ccccc21,O=C(O)c1ncsc1Br,O=C(OCCN1CCCc2ccccc21)c1ncsc1Br,,,,z0165a,z0628a,,z0165a,C28106
