Unnamed: 0,HIPPO_ID,smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step1,reaction_name_step2,reactant_step2,product_step2,hit1,hit2,hit3,template,compound_set
5,C29639,O=C(Nc1ccc(Cl)c2ncccc12)c1ccncc1,Amidation,O=C(O)c1ccncc1,Nc1ccc(Cl)c2ncccc12,O=C(Nc1ccc(Cl)c2ncccc12)c1ccncc1,,,,z0221a,z1040a,,z0221a,C29639
