Unnamed: 0,HIPPO_ID,smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step1,reaction_name_step2,reactant_step2,product_step2,hit1,hit2,hit3,template,compound_set
100,67424,O=C(Nc1ccc(Cc2cccnc2)cn1)C1CCCO1,Sp3-sp2 Suzuki coupling,O=C(Nc1ccc(Cl)cn1)C1CCCO1,CC1(C)OB(Cc2cccnc2)OC1(C)C,O=C(Nc1ccc(Cc2cccnc2)cn1)C1CCCO1,,,,d0160a,d0254a,,d0160a,C67424
