https://fragalysis.diamond.ac.uk/viewer/react/projects/418/319
smiles,fragmenstein_runtime,Multi-SuCOS,HIPPO Pose ID,HIPPO Compound ID,SLURM_JOB_ID,_id,SLURM_JOB_NAME,csv_name,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,exports,original ID,merge_set,name,compound_set,inspiration_1,inspiration_2,purple,purple-text,green,green-text
C[C@]1(CNCc2ccn[nH]2)CCOC1,2.800147,0.477282,62312,10237,217042,4225,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C10237-P26,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008_217042.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],GKONBCCMPJCIRH-SNVBAGLBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v647a,Retro_OK_batch1-2024-12-10-A,d0160a,d0254a,true,purple,,
O[C@H]1COC[C@@H]1CNCc1ccn[nH]1,1.996471,0.540674,62317,10275,217042,4226,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C10275-P26,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008_217042.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],DFFAHRILMAZSJI-CBAPKCEASA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v648a,Retro_OK_batch1-2024-12-10-A,d0160a,d0254a,,,true,green
C=C(Cn1ccnc1)C(=O)N[C@H](CO)Cc1cccnc1,3.730701,0.391826,63089,9237,217041,4232,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch007,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch007.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C9237-P42,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch007_217041.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],RVTMFWDQLFZZMH-AWEZNQCLSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v658a,Retro_OK_batch1-2024-12-10-A,d0472a,z0103a,,,true,green
O=C(CCCn1ccnc1)N[C@H](CO)[C@H](O)c1cccnc1,5.108307,0.402556,63518,21752,217041,4235,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch007,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch007.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C21752-P42,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch007_217041.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],OGZOZASNCRKGGW-UKRRQHHQSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v662a,Retro_OK_batch1-2024-12-10-A,d0472a,z0103a,true,purple,,
C[C@@H](Cc1cnc[nH]1)C(=O)NCc1nnc(N2CCCC2)o1,11.646739,0.57103,63661,23300,217043,4236,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch009,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch009.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C23300-P68,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch009_217043.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],ISGOZNHBHDSYOK-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v663a,Retro_OK_batch1-2024-12-10-A,d0866a,z0875c,true,purple,,
CC[C@H](NC(=O)Nc1ccc(OC(F)F)cn1)[C@H]1CCCO1,9.744388,0.535989,64813,17764,217042,4242,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C17764-P12,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008_217042.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],QYNKZXZODFVRMI-WDEREUQCSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v670a,Retro_OK_batch1-2024-12-10-A,d0160a,d0254a,true,purple,,
C[C@@H](CC(=O)Nc1cn[nH]c1C#N)[C@@H]1CCCO1,4.251361,0.603983,65443,22539,217042,4245,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C22539-P26,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008_217042.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],CCDQLSZZRRFIMQ-KWQFWETISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v673a,Retro_OK_batch1-2024-12-10-A,d0160a,d0254a,true,purple,,
O=S(=O)(NC[C@@H]1CCCO1)c1cnn(C2CCCC2)c1,8.494449,0.37764,66265,23189,217042,4252,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C23189-P12,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008_217042.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],JUSGTJATUSPCAX-LBPRGKRZSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v680a,Retro_OK_batch1-2024-12-10-A,d0160a,d0254a,true,purple,,
CNS(=O)(=O)c1ccc(N2CC[C@H](c3ccn[nH]3)C2)nc1,2.698165,0.554934,67138,18861,217042,4258,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18861-P12,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008_217042.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],FURJNGPDIFHZDK-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v686a,Retro_OK_batch1-2024-12-10-A,d0160a,d0191a,true,purple,,
C[S@@](=N)(=O)c1ccc(N2CC[C@H](c3ccn[nH]3)C2)nc1,2.539211,0.578878,67148,18883,217042,4259,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18883-P12,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008_217042.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],HGFITXIOQBKAJS-WVDJIFEKSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v687a,Retro_OK_batch1-2024-12-10-A,d0160a,d0191a,true,purple,,
OCc1ccnc(N2CC[C@H](c3ccn[nH]3)C2)c1,2.459838,0.65012,67152,18884,217042,4260,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18884-P12,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch008_217042.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],TYJCAHRAGOYIEV-NSHDSACASA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v688a,Retro_OK_batch1-2024-12-10-A,d0160a,d0191a,true,purple,,
CC(=Cc1ccccn1)C(=O)N(C)[C@]1(C(=O)O)CCOC1,3.580361,0.301372,67908,24657,217910,4268,BulkDock.place:Flavi_NS5_RdRp:green_site_rna_tunnel_fstein_bulkdock_input_split1000_batch001,green_site_rna_tunnel_fstein_bulkdock_input_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217910/C67908-P151,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch010_217044.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],SFXBVCJTOODOJM-OAHLLOKOSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v696a,Retro_OK_batch1-2024-12-10-A,d0254a,d0472a,true,purple,,
Cc1cnc(CN[C@@H](C)c2cncs2)[nH]1,2.995201,0.597414,68411,11581,217047,4271,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch013,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch013.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217047/C11581-P51,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch013_217047.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],JVFQXDPMNDGBGU-QMMMGPOBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v699a,Retro_OK_batch1-2024-12-10-A,d0615b,z0103a,true,purple,,
