https://fragalysis.diamond.ac.uk/viewer/react/projects/418/319
smiles,fragmenstein_runtime,Multi-SuCOS,HIPPO Pose ID,HIPPO Compound ID,SLURM_JOB_ID,_id,SLURM_JOB_NAME,csv_name,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,exports,original ID,merge_set,name,compound_set,inspiration_1,inspiration_2,purple,purple-text,green,green-text
COCCN(Cc1cncs1)C(=O)Cn1cnc(C(=O)O)c1,8.932299,0.438932,68616,13088,217914,4274,BulkDock.place:Flavi_NS5_RdRp:thumb_site_2_fstein_bulkdock_input_split1000_batch000,thumb_site_2_fstein_bulkdock_input_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68616-P22,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],PEQWBQJGCBBXLK-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v702a,Retro_OK_batch1-2024-12-10-A,d0615b,z0103a,true,purple,,
CC(C)c1[nH]ccc1C(=O)NCCN(CCO)C(=O)c1ccncc1,3.881038,0.335626,68670,15286,217914,4276,BulkDock.place:Flavi_NS5_RdRp:thumb_site_2_fstein_bulkdock_input_split1000_batch000,thumb_site_2_fstein_bulkdock_input_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68670-P27,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],VZHCCDLJUPHCRO-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v704a,Retro_OK_batch1-2024-12-10-A,d0160a,d0472a,true,purple,,
CC(C)c1[nH]ccc1C(=O)NCCN(CCO)C(=O)c1ccncc1,4.480051,0.375209,68680,15286,217914,4278,BulkDock.place:Flavi_NS5_RdRp:thumb_site_2_fstein_bulkdock_input_split1000_batch000,thumb_site_2_fstein_bulkdock_input_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68680-P53,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],VZHCCDLJUPHCRO-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v704b,Retro_OK_batch1-2024-12-10-A,d0160a,d0472a,true,purple,,
COCCNC(=O)CN(C)c1ccc(-c2ccncc2)cn1,10.175415,0.240098,69115,26114,217914,4291,BulkDock.place:Flavi_NS5_RdRp:thumb_site_2_fstein_bulkdock_input_split1000_batch000,thumb_site_2_fstein_bulkdock_input_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69115-P53,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],RHGXKFKNZMJLLI-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v719a,Retro_OK_batch1-2024-12-10-A,d0160a,d0191a,true,purple,,
O=C(O)c1cc(S(=O)(=O)NCc2nccs2)c[nH]1,7.674559,0.372428,69116,10384,217914,4292,BulkDock.place:Flavi_NS5_RdRp:thumb_site_2_fstein_bulkdock_input_split1000_batch000,thumb_site_2_fstein_bulkdock_input_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69116-P52,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],JXVNKNVHNMVNRQ-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v720a,Retro_OK_batch1-2024-12-10-A,d0472a,d0615b,true,purple,,
Nc1cc(NCc2c[nH]cn2)ccn1,1.807809,0.51868,69503,12483,217040,4296,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch006,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch006.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C12483-P42,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch006_217040.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],FJIZSRBICNYNGK-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v724a,Retro_OK_batch1-2024-12-10-A,d0472a,z0875c,true,purple,,
N#Cc1ccc(-c2nccs2)[nH]1,1.733986,0.572528,69558,25743,217046,4298,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch012,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C25743-P42,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch012_217046.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],DVZVZQKDSZQBFI-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v726a,Retro_OK_batch1-2024-12-10-A,d0472a,d0615b,true,purple,,
C[C@@H](n1nc(-c2cncs2)nc1-c1cc[nH]c1)C(F)(F)F,13.114839,0.511635,71621,12388,217046,4301,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch012,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch012.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C12388-P51,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch012_217046.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],BNKLTCVOXDAGTQ-SSDOTTSWSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v729a,Retro_OK_batch1-2024-12-10-A,d0472a,d0615b,true,purple,,
C[C@H](Nc1cnc(-n2cccc2)cn1)c1ccccn1,2.062602,0.690786,72491,11480,217047,4303,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch013,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch013.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217047/C11480-P42,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch013_217047.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],VTQCVTAGCLFPPX-LBPRGKRZSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v731a,Retro_OK_batch1-2024-12-10-A,d0472a,d0615b,true,purple,,
COC(=O)CCN(Cc1cccnc1)S(=O)(=O)[C@@H]1CCOC1,9.805182,0.42205,72746,10412,217035,4304,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C10412-P19,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001_217035.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],NMMXOIPTLDWKIW-CYBMUJFWSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v732a,Retro_OK_batch1-2024-12-10-A,d0191a,d0254a,true,purple,true,green
O=C(CCC(=O)c1ccc[nH]1)O[C@@H](c1cccnc1)C(F)(F)F,3.536513,0.465197,72914,13403,217040,4306,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch006,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch006.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C13403-P42,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch006_217040.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],DYUYMACNAFSKCY-AWEZNQCLSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v734a,Retro_OK_batch1-2024-12-10-A,d0191a,d0472a,true,purple,,
Cn1ncc(C(=O)OCCCCC(C)(F)F)c1-n1cccc1,5.769195,0.462986,74043,22012,217043,4313,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch009,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch009.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C22012-P42,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch009_217043.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],TXVJWSUUKKOFIK-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v742a,Retro_OK_batch1-2024-12-10-A,d0160a,d0472a,true,purple,,
O=C(O)[C@@H]1CCO[C@H]1CNCc1cncs1,2.261087,0.619205,75009,22253,217035,4315,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C22253-P51,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001_217035.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],AIKMHADXUOCSLX-BDAKNGLRSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v744a,Retro_OK_batch1-2024-12-10-A,d0254a,d0615b,true,purple,,
NC[C@@H]1C[C@@H](CNCc2cncs2)CO1,2.263562,0.650211,75562,23087,217035,4323,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001,RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217035/C23087-P51,acceptable,expansion,None,['/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_split1800_batch001_217035.sdf', '/opt/xchem-fragalysis-2/maxwin/BulkDock/OUTPUTS/RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf', '/opt/xchem-fragalysis-2/maxwin/RdRp_FFF/syndirella/Retro_OK_batch1.sdf'],ROUNVNLNYKULJE-IUCAKERBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,v751b,Retro_OK_batch1-2024-12-10-A,d0254a,d0615b,true,purple,,
