Retro_OK_batch1-2024-12-10-A,,,,,,,,,,,,,,,,,,,,,,,,,,
smiles,name,fragmenstein_runtime,Multi-SuCOS,HIPPO Pose ID,HIPPO Compound ID,_id,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,original ID,merge_set,inspiration_1,inspiration_2,inspiration_3,inspiration_4,inspiration_5,inspiration_6,purple,purple-text,green,green-text,blue,blue-text,red,red-text
CC[C@@H](NS(=O)(=O)CCC(F)(F)C(F)F)c1cccnc1,v390b,[3.2299387454986572],0.613429,51980,6950,3977,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6950-P50'],['acceptable'],['expansion'],[''],KGPMAROHLPCGEI-SNVBAGLBSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,,,,,TRUE,experimental,,,,,,
CCCc1nnc(NS(=O)(=O)c2ccc3c(c2)OCCO3)s1,v393a,[3.524533271789551],0.508637,54796,4670,3979,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C4670-P33'],['acceptable'],['expansion'],[''],JFXCVJGKTUWCDE-UHFFFAOYSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0376a,,,,,,,,,,,TRUE,bad
CCCn1ccc(CNCc2ccc3c(n2)OCCO3)n1,v394a,[4.794697046279907],0.498397,54819,5076,3980,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C5076-P33'],['acceptable'],['expansion'],[''],UGEFVIWPBQPAJW-UHFFFAOYSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0376a,,,,,,,,,,,TRUE,bad
O=S(=O)(CCc1cnoc1)N[C@@H](c1ccncc1)C1CCC1,v397a,[5.452700853347778],0.534354,55030,1453,3981,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C1453-P50'],['acceptable'],['expansion'],[''],LMZFONDIQODLJV-OAHLLOKOSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0615a,d0759a,,,,TRUE,experimental,,,,,,
CC[C@@H](NS(=O)(=O)c1coc2ccccc12)C(C)C,v404a,[5.679510593414307],0.483956,55351,3977,3984,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C3977-P59'],['acceptable'],['expansion'],[''],MRJZKRWISJPOMU-GFCCVEGCSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0174a,d0787a,,,,,,,,,,,TRUE,bad
O=C1C=C(c2ccccn2)CCCC1,v406a,[1.4950191974639893],0.47769,58738,6954,3986,['/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/211013/C6954-P50'],['acceptable'],['expansion'],[''],PXNMOXNSHAKQAT-UHFFFAOYSA-N,RdRp_knitwork_thumb_site_2_impure_fragalysis.sdf,d0566a,d0615a,,,,,,,,,,,TRUE,bad
CNS(=O)(=O)c1ccc(NCCNS(=O)(=O)c2ccccc2Cl)cc1Cl,v408a,6.352942,0.808546,77309,68584,3988,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68584-P9,acceptable,expansion,None,AALDGRRBNDTXMU-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0153a,d0153b,,,,,,,,,,,TRUE,bad
CNS(=O)(=O)c1ccc(NCCNS(=O)(=O)c2ccccc2Cl)cc1Cl,v408b,6.866135,0.857129,77312,68584,3989,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68584-P10,acceptable,expansion,None,AALDGRRBNDTXMU-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0153a,d0153b,,,,,,,,,,,TRUE,bad
CNS(=O)(=O)c1ccc(Nc2ccc(-c3csc(N)n3)cc2)cc1Cl,v410a,4.922842,0.726942,77319,68585,3990,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68585-P15,acceptable,expansion,None,LDVCWUHBZGDXKA-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0153b,d0162a,,,,,,,,,,,TRUE,bad
CNS(=O)(=O)c1cccc(NC2CCOCC2)c1Cl,v413a,4.217252,0.649994,77357,68591,3993,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68591-P29,acceptable,expansion,None,LBYOSQKDKOKAKC-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0153b,d0279a,,,,,,,TRUE,okay,,,,
CNS(=O)(=O)c1cccc(CCNc2ccccc2)c1Cl,v417a,4.580449,0.655068,77410,68608,3997,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68608-P9,acceptable,expansion,None,XNAZHTXJGLOOCU-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0153b,d1212a,,,,,,,TRUE,okay,,,,
CNS(=O)(=O)c1cccc(CCNc2ccccc2)c1Cl,v417b,4.39118,0.701363,77413,68608,3998,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68608-P79,acceptable,expansion,None,XNAZHTXJGLOOCU-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0153b,d1212a,,,,,,,TRUE,okay,,,,
CCS(=O)(=O)NCc1ccc2c(c1)O[C@@H](NCNS(=O)(=O)c1ccccc1Cl)O2,v420a,6.119923,0.798263,77435,68613,4000,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68613-P10,acceptable,expansion,None,LUWQMNMHDSRBNQ-KRWDZBQOSA-N,thumb_site_2_fstein_bulkdock_input,d0153a,d0174a,,,,,,,TRUE,okay,,,,
CCS(=O)(=O)NCc1ccc2c(c1)O[C@@H](NCNS(=O)(=O)c1ccccc1Cl)O2,v420b,5.325093,0.759385,77438,68613,4001,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68613-P17,acceptable,expansion,None,LUWQMNMHDSRBNQ-KRWDZBQOSA-N,thumb_site_2_fstein_bulkdock_input,d0153a,d0174a,,,,,,,TRUE,okay,,,,
O=C(O)Cc1cc(CC(=O)O)cc(-c2ccc(CCNCNS(=O)(=O)c3ccccc3Cl)s2)c1,v434a,7.504212,0.797814,77553,68635,4014,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68635-P10,acceptable,expansion,None,YZVNFYOSDYISGW-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0153a,5hmx-a,,,,,,,,,,,TRUE,bad
CC(C)(CO)NC(=O)c1cccc(Nc2ccc(-c3csc(N)n3)cc2)c1,v438a,8.085865,0.868829,77587,68641,4018,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68641-P22,acceptable,expansion,None,MLFVYAAZYPOSSA-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,d0248a,,,,,,,TRUE,okay,,,,
Nc1nc(-c2ccc(Nc3ccccc3)cc2)cs1,v439a,3.021577,0.922697,77593,68642,4019,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68642-P23,acceptable,expansion,None,GJMVTWFDMFYHEH-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,d0249a,,,,,,,TRUE,okay,,,,
CC(C)(c1ccc(-c2csc(N)n2)cc1)c1ccncn1,v446a,2.930734,0.786649,77638,68652,4026,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68652-P48,acceptable,expansion,None,KSQGPIONHDAEBN-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,d0587a,,,,,,,TRUE,okay,,,,
Nc1nc(-c2ccc(N(CC(=O)N3CCOCC3)C3CCCCC3)cc2)cs1,v449a,31.356249,0.497854,77655,68657,4029,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68657-P15,acceptable,expansion,None,MQVROZJOLUQYFG-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,d0771a,,,,,TRUE,experimental,,,,,,
Nc1nc(-c2ccc(N(CC(=O)N3CCOCC3)C3CCCCC3)cc2)cs1,v449b,31.647022,0.451995,77664,68657,4030,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68657-P57,acceptable,expansion,None,MQVROZJOLUQYFG-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,d0771a,,,,,,,,,,,TRUE,bad
Nc1nc(-c2ccc(N(N)c3ccccc3)cc2)cs1,v453a,3.540234,0.884515,77672,68660,4033,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68660-P15,acceptable,expansion,None,VPYKNYUMCPMOGH-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,d1149a,,,,,,,,,,,TRUE,bad
Nc1nc(-c2ccc(N(N)c3ccccc3)cc2)cs1,v453b,3.552294,0.816608,77673,68660,4034,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68660-P76,acceptable,expansion,None,VPYKNYUMCPMOGH-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,d1149a,,,,,,,,,,,TRUE,bad
Cc1ccc(Nc2ccc(-c3csc(N)n3)cc2)cn1,v455a,2.763059,0.835666,77677,68661,4035,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68661-P79,acceptable,expansion,None,ZQNBUZXZLXTGKJ-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,d1212a,,,,,,,,,,,TRUE,bad
Nc1nc(-c2ccc(NC(=O)c3csc(-c4cc(CC(=O)O)cc(CC(=O)O)c4)c3)cc2)cs1,v456a,10.408299,0.638972,77688,68663,4036,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68663-P15,acceptable,expansion,None,ATSWPPNPCFKYBE-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,5hmx-a,,,,,,,TRUE,okay,,,,
CCS(=O)(=O)NCc1ccc2c(c1)O[C@@H](Oc1ccc(S(=O)(=O)N3CCNCC3)cc1)O2,v457a,15.31891,0.820821,77701,68667,4037,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68667-P17,acceptable,expansion,None,FAQQMENBAAMZPE-FQEVSTJZSA-N,thumb_site_2_fstein_bulkdock_input,d0174a,d0210a,,,,,,,,,TRUE,good,,
CCc1c(NCc2ccc3c(c2)OCO3)n[nH]c1O,v464a,1.930167,0.68282,77729,68673,4044,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68673-P17,acceptable,expansion,None,SVDVXQUBHCNNMO-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0174a,d0414a,,,,,TRUE,experimental,,,,,,
O=C(c1c(F)cccc1F)N1CC[C@@H]2CCO[C@@H]2C1,v469a,4.783697,0.695139,77843,68710,4049,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68710-P53,acceptable,expansion,None,GSEHWMCATPMGSP-BXKDBHETSA-N,thumb_site_2_fstein_bulkdock_input,d0176a,d0693a,,,,,,,,,,,TRUE,bad
CC(=O)Nc1ccc(Cc2cccc(C(=O)NC(C)(C)CO)c2)cc1,v471a,8.731393,0.401347,78140,68744,4051,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68744-P22,acceptable,expansion,None,JABKVAACCKXYBC-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0174a,d0248a,,,,,,,TRUE,okay,,,,
CC(C)(CO)NC(=O)c1cccc(CCNc2ccccc2)c1,v472a,12.044518,0.690666,78417,68762,4052,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68762-P57,acceptable,expansion,None,MGTHCJZTDZZOJQ-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0248a,d0771a,,,,,,,TRUE,okay,,,,
CNS(=O)(=O)Cc1ccc(Nc2ccc(NC(C)=O)cc2)cc1,v473a,5.964484,0.555452,78516,68774,4053,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68774-P23,acceptable,expansion,None,KWOALRMZHLDTRX-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0176a,d0249a,,,,,,,,,,,TRUE,bad
COc1ccc(C(=O)c2ccc(NC(C)=O)cc2)cc1,v474a,4.691224,0.686613,78531,68783,4054,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68783-P23,acceptable,expansion,None,HEVLHYOMJRCYDO-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0249a,d0503a,,,,,,,,,,,TRUE,bad
COc1ccc(C(=O)c2ccc(NC(C)=O)cc2)cc1,v474b,6.074934,0.615744,78532,68783,4055,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68783-P44,acceptable,expansion,None,HEVLHYOMJRCYDO-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0249a,d0503a,,,,,,,,,,,TRUE,bad
CC(=O)Nc1ccc(N(N)c2ccccc2)cc1,v478a,4.957763,0.813045,78569,68789,4058,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68789-P23,acceptable,expansion,None,OXSUNYASGXJSAK-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0249a,d0693a,,,,,,,,,,,TRUE,bad
C[C@@H]1C[C@H](Nc2ccc(F)c[n+]2[O-])CCO1,v482a,2.295948,0.595566,79908,68843,4062,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68843-P21,acceptable,expansion,None,CXGJWWKUVNWMBN-PSASIEDQSA-N,thumb_site_2_fstein_bulkdock_input,d0210a,d0279a,,,,,,,,,,,TRUE,bad
C[C@@H]1C[C@H](Nc2ccc(F)c[n+]2[O-])CCO1,v482b,2.308733,0.529913,79910,68843,4063,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68843-P29,acceptable,expansion,None,CXGJWWKUVNWMBN-PSASIEDQSA-N,thumb_site_2_fstein_bulkdock_input,d0210a,d0279a,,,,,,,,,,,TRUE,bad
NN(c1ccc(F)cn1)C1CCOCC1,v485a,1.923007,0.864224,80000,68857,4065,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68857-P52,acceptable,expansion,None,YHUNEUUBKJWLKI-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0279a,d0644a,,,,,,,,,,,TRUE,bad
Fc1ccc(N[C@@H]2CCOC3(CCCCC3)C2)nc1,v486a,3.071657,0.757665,80002,68858,4066,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68858-P29,acceptable,expansion,None,PVTLGNALXGMKHO-CYBMUJFWSA-N,thumb_site_2_fstein_bulkdock_input,d0279a,d0693a,,,,,,,,,,,TRUE,bad
Fc1ccc(N[C@@H]2CCOC3(CCCCC3)C2)nc1,v486b,3.195578,0.74555,80005,68858,4067,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68858-P53,acceptable,expansion,None,PVTLGNALXGMKHO-CYBMUJFWSA-N,thumb_site_2_fstein_bulkdock_input,d0279a,d0693a,,,,,,,,,,,TRUE,bad
CCc1ccc(=O)n(Cc2cc(C)no2)n1,v493a,1.664568,0.794043,80525,68927,4073,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68927-P30,acceptable,expansion,None,MKWUNOYKUUHWRR-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0283a,d0379a,,,,,,,,,,,TRUE,bad
CCc1ccc(=O)n(Cc2cc(C)no2)n1,v493b,1.614356,0.810484,80527,68927,4074,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68927-P35,acceptable,expansion,None,MKWUNOYKUUHWRR-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0283a,d0379a,,,,,,,,,,,TRUE,bad
Cc1cc(Cn2[nH]c3c(c2=O)CCCC3)on1,v495a,2.104749,0.73039,80533,68932,4075,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68932-P35,acceptable,expansion,None,PRYCZZKOYFDPQN-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0379a,d0567a,,,,,,,,,,,TRUE,bad
Cc1cc(Cn2[nH]c3c(c2=O)CCCC3)on1,v495b,2.114656,0.730813,80534,68932,4076,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68932-P46,acceptable,expansion,None,PRYCZZKOYFDPQN-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0379a,d0567a,,,,,,,,,,,TRUE,bad
C[C@@H]1CCN(S(=O)(=O)N2CC(c3ccccc3)C2)C1,v500a,9.179862,0.483818,80900,68987,4080,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68987-P44,acceptable,expansion,None,OBILXVZHRBQCQW-GFCCVEGCSA-N,thumb_site_2_fstein_bulkdock_input,d0503a,d0644a,,,,,,,,,,,TRUE,bad
Cc1cnc(N(C)C[C@H]2CCOC2)c(Cl)c1,v503a,1.514105,0.701488,81055,69057,4083,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69057-P27,acceptable,expansion,None,YCYARQWXNBKXND-SNVBAGLBSA-N,thumb_site_2_fstein_bulkdock_input,d0258a,d0587a,,,,,,,,,,,TRUE,bad
Cc1cnc(N(C)C[C@H]2CCOC2)c(Cl)c1,v503b,1.46965,0.677864,81056,69057,4084,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69057-P48,acceptable,expansion,None,YCYARQWXNBKXND-SNVBAGLBSA-N,thumb_site_2_fstein_bulkdock_input,d0258a,d0587a,,,,,,,,,,,TRUE,bad
N#Cc1ccc(Cn2cnc3ccccc32)cc1O,v508a,7.674559,0.490161,81200,69116,4088,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69116-P52,acceptable,expansion,None,PANZNSUBQUNTNU-UHFFFAOYSA-N,thumb_site_2_fstein_bulkdock_input,d0644a,d0749a,,,,,,,,,,,TRUE,bad
N[C@H](c1ccccc1)c1ccc(-c2cc(CC(=O)O)cc(CC(=O)O)c2)s1,v511a,16.322268,0.757269,81672,69322,4091,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69322-P15,acceptable,expansion,None,YCJFKKPTJKKHNY-OAQYLSRUSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,5hmx-a,,,,,,,,,TRUE,good,,
N[C@H](c1ccccc1)c1ccc(-c2cc(CC(=O)O)cc(CC(=O)O)c2)s1,v511b,16.101909,0.702681,81675,69322,4092,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69322-P224,acceptable,expansion,None,YCJFKKPTJKKHNY-OAQYLSRUSA-N,thumb_site_2_fstein_bulkdock_input,d0162a,5hmx-a,,,,,,,,,TRUE,good,,
COc1ccc2cc(CN)[nH]c2c1NC(C)=O,v513a,2.294948,0.744392,55394,66289,4093,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/216971/C66289-P96,acceptable,expansion,None,CZPICAMLPOGNFV-UHFFFAOYSA-N,RdRp_fstein_cavity_b,z0136b,z0184a,,,,,,,,,,,TRUE,bad
Cc1cc2cccc(NC[C@H]3CCNC3)n2n1,v530a,2.724094,0.715306,79512,67990,4110,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217910/C67990-P151,acceptable,expansion,None,PASWEVDTJXEMNV-NSHDSACASA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0496a,z0637a,,,,,,,TRUE,okay,,,,
Cn1c(=O)n(CCN2CCCC2=O)c(=S)c2ccccc21,v536a,2.103494,0.737165,81355,68384,4116,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217910/C68384-P113,acceptable,expansion,None,KZGPDDSEMZONAM-UHFFFAOYSA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0309a,z1018a,,,,,,,,,TRUE,good,,
Cn1c(=O)n(CCN2CCCC2=O)c(=S)c2ccccc21,v536b,1.958677,0.756949,81356,68384,4117,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217910/C68384-P206,acceptable,expansion,None,KZGPDDSEMZONAM-UHFFFAOYSA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0309a,z1018a,,,,,,,,,TRUE,good,,
CN(C[C@H]1CCNC1)c1ccc2ccccc2n1,v538a,1.892709,0.702862,81418,68415,4118,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217910/C68415-P208,acceptable,expansion,None,ZWWZBAUAVBEARZ-LBPRGKRZSA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,d0472b,z1040a,,,,,,,,,,,TRUE,bad
CNc1ccc2ccccc2c1NC(=O)NCCN1CCCC1=O,v539a,4.797041,0.488311,81428,68425,4119,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217910/C68425-P208,acceptable,expansion,None,KWNDKUHQZANDAD-UHFFFAOYSA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0309a,z1040a,,,,,TRUE,experimental,,,,,,
COc1cc(C[C@@H]2CCNC2)cc2[nH]ccc12,v553a,1.982191,0.655391,82996,66810,4133,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C66810-P86,acceptable,expansion,None,CITWUZFMFFTAGJ-JTQLQIEISA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0107a,z0309a,,,,,,,,,,,TRUE,bad
COc1cc(C[C@@H]2CCNC2)cc2[nH]ccc12,v553b,2.527519,0.596148,82997,66810,4134,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C66810-P113,acceptable,expansion,None,CITWUZFMFFTAGJ-JTQLQIEISA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0107a,z0309a,,,,,,,TRUE,okay,,,,
CCCCc1cccc(NC(C)C)c1,v555a,12.501478,0.576885,82999,66816,4135,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C66816-P86,acceptable,expansion,None,YUHACVZIAPTHAH-UHFFFAOYSA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0107a,z0483a,,,,,,,,,,,TRUE,bad
CN(c1nccc2cc(F)ccc12)S(N)(=O)=O,v558a,1.25434,0.601216,83036,66848,4138,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C66848-P100,acceptable,expansion,None,PHJBSTGCZPQCAF-UHFFFAOYSA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0111a,z0200a,,,,,,,,,,,TRUE,bad
CCc1cn[nH]c1-c1ccc(F)cn1,v563a,1.309471,0.803622,83419,67005,4143,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C67005-P104,acceptable,expansion,None,IXLKKYOTAMQYPU-UHFFFAOYSA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,z0041a,z0215a,,,,,,,,,,,TRUE,bad
CN1CCN([C@@H](N=O)Nc2ccc(F)c(O)c2)CC1,v570a,2.903079,0.68395,83777,67358,4150,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C67358-P133,acceptable,expansion,None,JJNYTXOTMRHCFP-GFCCVEGCSA-N,green_site_rna_tunnel_fstein_bulkdock_input_fragalysis.sdf,d0378a,z0483a,,,,,,,,,,,TRUE,bad
COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c([C@H](C)c3c[nH]nc3-c3ccncc3)cc2OC)c1,v576a,16.078365,0.77688,77387,67390,4156,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67390-P12,acceptable,expansion,None,TUHJHFXLPDHAOH-FQEVSTJZSA-N,primer_grip_n_pocket_fstein_bulkdock_input,d0160a,5i3p-a,5k5m-a,,,,TRUE,experimental,,,,,,
Cc1cc([C@H](C)c2c[nH]nc2-c2ccncc2)c(-c2ccc(C#CCO)s2)cc1C(=O)NS(C)(=O)=O,v578a,12.68977,0.7158,77478,67398,4158,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67398-P12,acceptable,expansion,None,PXZGBQYNYITACE-KRWDZBQOSA-N,primer_grip_n_pocket_fstein_bulkdock_input,d0160a,5hmz-a,,,,,TRUE,experimental,,,,,,
Cc1sc([C@H](C)NC(=O)C(C)C)c(C)c1CCNc1ccn(Cc2cccnc2)c1,v579a,96.404382,0.58076,77527,67404,4159,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67404-P19,acceptable,expansion,None,MQQPLOYUSOAAKC-SFHVURJKSA-N,primer_grip_n_pocket_fstein_bulkdock_input,d0191a,d0264a,,,,,,,,,,,TRUE,bad
c1cncc(Cn2ccc(Nc3cccnc3-n3cccc3)c2)c1,v580a,4.002896,0.83573,77546,67405,4160,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67405-P42,acceptable,expansion,None,LDGQOFRTSKTMJZ-UHFFFAOYSA-N,primer_grip_n_pocket_fstein_bulkdock_input,d0191a,d0472a,,,,,,,,,,,TRUE,bad
N#Cc1nc[nH]c1Nc1cccn1Cc1cccnc1,v582a,2.739915,0.728933,77562,67410,4162,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67410-P19,acceptable,expansion,None,FRJYLRUVCPPIIC-UHFFFAOYSA-N,primer_grip_n_pocket_fstein_bulkdock_input,d0191a,z0875c,,,,,,,,,TRUE,good,,
COc1c(CC(=O)O)cc(CC(=O)O)cc1-c1ccc(C#CCO)s1,v596a,6.168025,0.861759,82075,67659,4176,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67659-P216,acceptable,expansion,None,RIGFXPYYCKCHGJ-UHFFFAOYSA-N,primer_grip_n_pocket_fstein_bulkdock_input,z0052a,z0103a,5hmy-a,5i3q-a,5hmx-b,5k5m-a,,,,,,,TRUE,bad
COc1c(CC(=O)O)cc(CC(=O)O)cc1-c1ccc(C#CCO)s1,v596b,4.007996,0.900087,82085,67659,4177,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67659-P221,acceptable,expansion,None,RIGFXPYYCKCHGJ-UHFFFAOYSA-N,primer_grip_n_pocket_fstein_bulkdock_input,5hmy-a,5i3q-a,,,,,,,,,,,TRUE,bad
COc1c(CC(=O)O)cc(CC(=O)O)cc1-c1ccc(C#CCO)s1,v596c,5.47791,0.870363,82087,67659,4178,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67659-P225,acceptable,expansion,None,RIGFXPYYCKCHGJ-UHFFFAOYSA-N,primer_grip_n_pocket_fstein_bulkdock_input,5hmy-a,5k5m-a,,,,,,,,,,,TRUE,bad
O=C(O)Cc1cc(-c2ccccc2)cc([C@H](C(=O)O)c2cc(-c3ccncc3)n[nH]2)c1,v603a,6.283455,0.524697,82419,67718,4183,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67718-P223,acceptable,expansion,None,PLFWRPDYIAZGJA-QHCPKHFHSA-N,primer_grip_n_pocket_fstein_bulkdock_input,5hmx-b,5hmz-a,,,,,,,,,,,TRUE,bad
